"OperationType","Title","PublicationDate","Guid","Description","DescriptionIsParsable","QuickDescription","Notes","SubChanges"
"Adding","Portal and shared","6/1/2016 12:22:39 PM","029fe701-7ef9-4205-8fb3-03afd6018fe8","Adding 1 New FQDNs; 1/[Effective 7/1/2016. Optional: Security and compliance export. ExpressRoute: No. Compliance.outlook.com]. Notes: adding additional details regarding services using an endpoint currently represented by a wildcard.","True","Adding 1 New FQDNs","adding additional details regarding services using an endpoint currently represented by a wildcard.",""
"Adding","Portal and shared","6/1/2016 12:22:40 PM","204cfc40-2afe-4601-bef9-105dfb303bfd","Adding 13 New IP_Sets; 1/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 13.107.6.156/31], 2/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 13.107.7.190/31], 3/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 13.107.9.156/31], 4/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 104.214.145.173], 5/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 104.214.150.5], 6/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 104.214.144.252], 7/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 104.214.146.79], 8/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 104.214.145.126], 9/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 2603:1040:601::31], 10/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 2603:1040:601::30], 11/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 2603:1040:601::2a], 12/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 2603:1040:601::32], 13/[Effective 7/1/2016. Required: Office 365 Portal. ExpressRoute: Yes. 2603:1040:601::2f]. Notes: Adding additional capacity and IP range consolidation.","True","Adding 13 New IP_Sets","Adding additional capacity and IP range consolidation.",""
"Removing","Authentication and identity","6/1/2016 12:22:42 PM","07ef9205-cfb4-403a-bd60-18fe8106dfa3","Removing 1 Old IP_Sets; 1/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 132.245.165.0/25]. Notes: removing after adding more specific subnets.","True","Removing 1 Old IP_Sets","removing after adding more specific subnets.",""
"Adding","Authentication and identity","6/1/2016 12:22:44 PM","3bfd5018-fe81-406d-ba20-4cfc402afe60","Adding 7 New IP_Sets; 1/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 104.211.161.170/31], 2/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 104.211.231.218/31], 3/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 191.239.64.124/31], 4/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 191.239.64.130/31], 5/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 191.239.64.132/31], 6/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 191.239.160.140/30], 7/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. 191.239.160.144/31]. Notes: adding new IP ranges to support consolidation.","True","Adding 7 New IP_Sets","adding new IP ranges to support consolidation.",""
"Adding","Authentication and identity","6/1/2016 12:22:46 PM","afd6018e-f810-46df-a303-bfc5029fe710","Adding 15 New FQDNs; 1/[Effective 7/1/2016. Optional: Security and compliance export. ExpressRoute: No. enterpriseregistration.windows.net], 2/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Consent.microsoftonline.com], 3/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Hipservice.microsoftonline.com], 4/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Idsignup.microsoftonline.com], 5/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Login.microsoftonline.com], 6/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Stamp2.login.microsoftonline.com], 7/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Api.login.microsoftonline.com], 8/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. Loginex.microsoftonline.com], 9/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. clientconfig.Microsoftonline-p.net], 10/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. accountservices.Microsoftonline-p.net], 11/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. hip.Microsoftonline-p.net], 12/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: No. login.microsoftonline-p.com], 13/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: No. nexus.microsoftonline-p.com], 14/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: No. accountservices.Microsoftonline-m.com], 15/[Effective 7/1/2016. Required: Authentication and Identity. ExpressRoute: Yes. msm.microsoftonline.com]. Notes: Added endpoints to better clarify the wildcards listed on the page.","True","Adding 15 New FQDNs","Added endpoints to better clarify the wildcards listed on the page.",""
"Adding","Planner","6/1/2016 12:22:52 PM","17ef9205-dfb3-403b-bd50-19fe8106efa2","Adding 2 New IP_Sets; 1/[Effective 7/1/2016. Required: Planner. ExpressRoute: No. 13.107.5.82/31], 2/[Effective 7/1/2016. Required: Planner. ExpressRoute: No. 13.107.13.82/31]. Notes: adding consolidated range.","True","Adding 2 New IP_Sets","adding consolidated range.",""
"Adding","Yammer","6/1/2016 12:22:50 PM","17ef9105-dfb3-403b-bd50-19fe8106efa2","Adding 2 New IP_Sets; 1/[Effective 7/1/2016. Required: Yammer. ExpressRoute: No. 13.107.6.158/31], 2/[Effective 7/1/2016. Required: Yammer. ExpressRoute: No. 13.107.9.158/31]. Notes: adding consolidated range.","True","Adding 2 New IP_Sets","adding consolidated range.",""
"Removing","Exchange Online Protection","6/1/2016 12:22:53 PM","106dfa30-4bfc-4502-9fe7-017ef9205cfb","Removing 1 Old IP_Sets; 1/[Effective 7/1/2016. Required: Exchange Online Protection. ExpressRoute: YES. 157.56.111.0/24]. Notes: removing range to support consolidation.","True","Removing 1 Old IP_Sets","removing range to support consolidation.",""
"Adding","Exchange Online Protection","6/1/2016 12:22:56 PM","029fe710-7ef9-4205-8fb4-03afd6018ef8","Adding 1 New IP_Sets; 1/[Effective 7/1/2016. Required: Exchange Online Protection. ExpressRoute: YES. 216.32.180.0/23]. Notes: adding consolidated range.","True","Adding 1 New IP_Sets","adding consolidated range.",""
"Adding","Authentication and Identity","6/13/2016 3:06:37 PM","29fe7107-ef92-404c-bc40-3afd6018ef81","Adding 1 New IP_Sets; 1/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 104.44.254.128/25], 2/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 104.44.255.0/25],Ă‚Â  3/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 13.106.56.0/25], 4/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 2603:1020:201:2::/64], 5/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 2603:1020:201:3::/64], 6/[Effective 8/1/2016. Required: Office 365 Authentication and identity. ExpressRoute: Yes. 2a01:111:2005:6::/64]. Notes: adding new capacity for authentication and identity.","True","Adding 1 New IP_Sets","adding new capacity for authentication and identity.",""
"Removing","Exchange Online Protection","6/13/2016 3:06:39 PM","ef9205cf-b403-4afd-a018-fe8106dfa304","Removing 11 Old IP_Sets; 1/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 23.103.191.0/24], 2/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 64.4.22.64/26], 3/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 65.55.83.128/27], 4/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.55.158.0/23], 5/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.55.206.0/23], 6/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.55.234.0/24], 7/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.56.73.0/24], 8/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.56.108.0/24], 9/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.56.206.0/24], 10/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 157.56.208.0/22], 11/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 207.46.101.128/26]. Notes: IP ranges retired or infrastructure replaced to promote a smaller set of endpoints.","True","Removing 11 Old IP_Sets","IP ranges retired or infrastructure replaced to promote a smaller set of endpoints.",""
"Adding","Exchange Online Protection","6/13/2016 3:06:41 PM","29fe7017-ef92-405c-bb40-3afd6018fe81","Adding 1 New IP_Sets; 1/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 40.92.0.0/14]. Notes: Adding an additional endpoint.","True","Adding 1 New IP_Sets","Adding an additional endpoint.",""
"Adding","Exchange Online","6/13/2016 3:06:43 PM","7ef9205d-fb30-43bf-9501-9fe8106dfa20","Adding 1 New FQDNs; 1/[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: No. 40mshrcstorageprod.blob.core.windows.net]. Notes: removing the wildcard for this endpoint.","True","Adding 1 New FQDNs","removing the wildcard for this endpoint.",""
"Adding","Office Online","6/13/2016 3:06:45 PM","8ef9105d-fb30-43bf-9502-9fe7106efa20","Adding 1 New IP_Sets; 1/[Effective 6/13/2016. Required: Office Online. ExpressRoute: Yes. 13.94.209.165]. Notes: Infrastructure change for a small component of Office Online, minimal (if any) customer impact; additionally, this endpoint wonĂ˘â‚¬â„˘t be available via ExpressRoute until 8/1/2016.","True","Adding 1 New IP_Sets",,""
"Removing","Skype for Business Online","6/22/2016 12:46:39 PM","dfa204cf-c402-4afe-a017-ef9205dfb303","Removing 3 Old IP_Sets; 1/[Effective 8/1/2016. Required: Skype for Business Online. ExpressRoute: Yes. 207.46.57.0/25], 2/[Effective 8/1/2016. Required: Skype for Business Online. ExpressRoute: Yes. 132.245.161.0/24], 3/[Effective 8/1/2016. Required: Skype for Business Online. ExpressRoute: Yes. 132.245.162.0/25]. Notes: Removing decommissioned ranges.","True","Removing 3 Old IP_Sets","Removing decommissioned ranges.",""
"Removing","Exchange Online Protection","6/22/2016 12:46:41 PM","106dfa30-4bfc-4502-9fe7-007ef9205cfb","Removing 2 Old IP_Sets; 1/[Effective 8/1/2016. Required: Skype for Business Online. ExpressRoute: Yes. 216.32.180.0/24], 2[Effective 8/1/2016. Required: Exchange Online Protection. ExpressRoute: Yes. 216.32.181.0/24]. Notes: combined into the /23.","True","Removing 2 Old IP_Sets","combined into the /23.",""
"Removing","Exchange Online","6/22/2016 12:46:42 PM","018ef810-6dfa-4304-bfc5-029fe7107ef9","Removing 7 Old IP_Sets; 1/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.6.152], 2/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.6.153], 3/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.9.152], 4/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 13.107.9.153], 5/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 157.56.96.224/29], 6/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 157.56.96.232/29], 7/[Effective 8/1/2016. Required: Exchange Online. ExpressRoute: Yes. 132.245.0.0/16]. Notes: These have all been replaced by a larger range or many smaller ranges (in the case of 132.245.0.0/16).","True","Removing 7 Old IP_Sets","These have all been replaced by a larger range or many smaller ranges (in the case of 132.245.0.0/16).",""
"Adding","OneNote","6/22/2016 12:46:44 PM","e7107ef9-205c-4fb4-83af-d6018ff8106d","Adding 3 New IP_Sets; 1/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 52.172.158.178/32], 2/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.41.35.170/32], 3/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.211.163.139/32]. Notes: Additional capacity already online.","True","Adding 3 New IP_Sets","Additional capacity already online.",""
"Removing","OneNote","6/22/2016 12:46:47 PM","03bfd502-9fe7-4107-afa2-04cfc402afd6","Removing 19 Old IP_Sets; 1/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 13.73.117.164/32], 2/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 23.99.92.12/32], 3/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 23.99.92.12/32], 4/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 23.101.62.52/32], 5/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 23.101.62.52/32], 6/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 40.74.119.255/32], 7/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 40.76.209.44/32], 8/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 40.115.251.30/32], 9/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 40.117.40.63/32], 10/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 40.126.226.14/32], 11/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 52.160.98.52/32], 12/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.40.218.86/32], 13/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.40.218.86/32], 14/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.46.43.8/32], 15/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.209.130.88/32], 16/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 104.209.130.88/32], 17/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 137.116.50.49/32], 18/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 138.91.247.166/32], 19/[Effective 7/21/2016. Required: OneNote. ExpressRoute: No. 168.61.25.60/32]. Notes: removing decommissioned IP addresses.","True","Removing 19 Old IP_Sets","removing decommissioned IP addresses.",""
